"","fish_id","casette_number","station","collection_date","survey_char","Phase","SampleDate","Latitude","Longitude"
"71","1073","11ST8-23","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"72","1074","11ST8-10","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"73","1075","11ST8-20","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"74","1076","11ST8-1","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"75","1077","11ST8-24","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"76","1078","11ST8-21","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"77","1079","11ST8-22","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"78","1080","11ST8-8","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"79","1081","11ST8-2","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"80","1082","11ST8-11","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"81","1083","11ST8-420","602",2011-08-25,"stn",NA,NA,38.114,-122.04619
"82","1084","11ST8-423","418",2011-08-25,"stn",NA,NA,38.06481,-122.09781
"83","1085","11ST8-14","418",2011-08-25,"stn",NA,NA,38.06481,-122.09781
"84","1086","11ST8-136","418",2011-08-25,"stn",NA,NA,38.06481,-122.09781
"85","1087","11ST8-4","340",2011-08-26,"stn",NA,NA,38.10391,-122.26945
"86","1115","11ST8-104","502",2011-09-08,"fmwt",NA,NA,38.05997,-122.00397
"87","1116","11ST8-105","502",2011-09-08,"fmwt",NA,NA,38.05997,-122.00397
"88","1117","11ST8-32","502",2011-09-08,"fmwt",NA,NA,38.05997,-122.00397
"89","1118","11ST8-33","502",2011-09-08,"fmwt",NA,NA,38.05997,-122.00397
"90","1121","11ST8-66","503",2011-09-08,"fmwt",NA,NA,38.06022,-121.9832
"91","1122","11ST8-65","503",2011-09-08,"fmwt",NA,NA,38.06022,-121.9832
"92","1123","11ST8-39","503",2011-09-08,"fmwt",NA,NA,38.06022,-121.9832
"93","1501","11ST8-81","405",2011-09-08,"fmwt",NA,NA,38.03353,-122.15815
"94","1502","11ST8-82","405",2011-09-08,"fmwt",NA,NA,38.03353,-122.15815
"95","1503","11ST8-83","405",2011-09-08,"fmwt",NA,NA,38.03353,-122.15815
"96","1504","11ST8-84","405",2011-09-08,"fmwt",NA,NA,38.03353,-122.15815
"97","1505","11ST8-85","405",2011-09-08,"fmwt",NA,NA,38.03353,-122.15815
"98","1199","11ST8-259","802",2011-09-12,"fmwt",NA,NA,38.03528,-121.83875
"99","1221","11ST8-415","515",2011-09-13,"fmwt",NA,NA,38.092,-122.01472
"100","1222","11ST8-409","515",2011-09-13,"fmwt",NA,NA,38.092,-122.01472
"101","1229","11ST8-277","516",2011-09-13,"fmwt",NA,NA,38.07867,-121.99408
"102","1253","11ST8-406","518",2011-09-13,"fmwt",NA,NA,38.06875,-121.96802
"103","1254","11ST8-418","518",2011-09-13,"fmwt",NA,NA,38.06875,-121.96802
"104","1255","11ST8-410","518",2011-09-13,"fmwt",NA,NA,38.06875,-121.96802
"105","1256","11ST8-411","518",2011-09-13,"fmwt",NA,NA,38.06875,-121.96802
"106","1258","11ST8-425","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"107","1259","11ST8-413","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"108","1260","11ST8-421","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"109","1261","11ST8-422","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"110","1262","11ST8-408","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"111","1263","11ST8-419","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"112","1264","11ST8-426","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"113","1265","11ST8-414","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"114","1266","11ST8-417","519",2011-09-13,"fmwt",NA,NA,38.07378,-121.94725
"115","1295","11ST8-236","507",2011-09-13,"fmwt",NA,NA,38.05228,-121.939
"116","1296","11ST8-416","507",2011-09-13,"fmwt",NA,NA,38.05228,-121.939
"117","1297","11ST8-261","507",2011-09-13,"fmwt",NA,NA,38.05228,-121.939
"118","1298","11ST8-412","507",2011-09-13,"fmwt",NA,NA,38.05228,-121.939
"119","1299","11ST8-407","507",2011-09-13,"fmwt",NA,NA,38.05228,-121.939
"120","1314","11ST8-237","512",2011-09-13,"fmwt",NA,NA,38.05638,-121.87722
"121","1577","11ST8-279","715",2011-09-14,"fmwt",NA,NA,38.22295,-121.67362
"122","1610","11ST8-229","715",2011-09-14,"fmwt",NA,NA,38.22295,-121.67362
"123","2367","11ST8-529","510",2011-10-07,"fmwt",NA,NA,38.04888,-121.88783
"124","2372","11ST8-526","509",2011-10-07,"fmwt",NA,NA,38.04547,-121.90412
"125","2373","11ST8-521","509",2011-10-07,"fmwt",NA,NA,38.04547,-121.90412
"126","2374","11ST8-515","509",2011-10-07,"fmwt",NA,NA,38.04547,-121.90412
"127","2383","11ST8-499","508",2011-10-07,"fmwt",NA,NA,38.04813,-121.91492
"128","2384","11ST8-525","508",2011-10-07,"fmwt",NA,NA,38.04813,-121.91492
"129","2385","11ST8-509","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"130","2386","11ST8-534","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"131","2387","11ST8-535","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"132","2388","11ST8-533","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"133","2389","11ST8-538","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"134","2390","11ST8-530","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"135","2391","11ST8-513","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"136","2392","11ST8-504","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"137","2393","11ST8-512","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"138","2394","11ST8-517","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"139","2395","11ST8-520","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"140","2396","11ST8-506","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"141","2397","11ST8-502","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"142","2398","11ST8-507","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"143","2399","11ST8-532","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"144","2400","11ST8-516","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"145","2401","11ST8-501","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"146","2402","11ST8-514","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"147","2403","11ST8-508","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"148","2404","11ST8-524","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"149","2405","11ST8-503","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"150","2406","11ST8-522","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"151","2407","11ST8-527","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"152","2408","11ST8-531","507",2011-10-07,"fmwt",NA,NA,38.05228,-121.939
"153","2413","11ST8-519","519",2011-10-07,"fmwt",NA,NA,38.07378,-121.94725
"154","2416","11ST8-536","519",2011-10-07,"fmwt",NA,NA,38.07378,-121.94725
"155","2422","11ST8-528","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"156","2423","11ST8-539","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"157","2424","11ST8-505","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"158","2425","11ST8-523","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"159","2426","11ST8-510","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"160","2427","11ST8-500","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"161","2428","11ST8-518","518",2011-10-07,"fmwt",NA,NA,38.06875,-121.96802
"162","2437","11ST8-537","517",2011-10-07,"fmwt",NA,NA,38.07022,-121.97938
"163","2610","11ST8-728","721",2011-10-10,"fmwt",NA,NA,38.26815,-121.70277
"164","2611","11ST8-710","721",2011-10-10,"fmwt",NA,NA,38.26815,-121.70277
"165","2612","11ST8-724","721",2011-10-10,"fmwt",NA,NA,38.26815,-121.70277
"166","2787","11ST8-610","412",2011-11-09,"fmwt",NA,NA,38.06462,-122.06007
"167","2788","11ST8-616","412",2011-11-09,"fmwt",NA,NA,38.06462,-122.06007
"168","2805","11ST8-605","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"169","2806","11ST8-614","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"170","2807","11ST8-612","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"171","2808","11ST8-611","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"172","2809","11ST8-606","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"173","2810","11ST8-615","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"174","2811","11ST8-617","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"175","2812","11ST8-609","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"176","2813","11ST8-607","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"177","2814","11ST8-608","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"178","2818","11ST8-618","606",2011-11-10,"fmwt",NA,NA,38.1698,-122.02177
"179","2819","11ST8-613","601",2011-11-10,"fmwt",NA,NA,38.1031,-122.0356
"180","2831","11ST8-704","517",2011-11-14,"fmwt",NA,NA,38.07022,-121.97938
"181","2832","11ST8-706","517",2011-11-14,"fmwt",NA,NA,38.07022,-121.97938
"182","2836","11ST8-702","518",2011-11-14,"fmwt",NA,NA,38.06875,-121.96802
"183","2845","11ST8-705","703",2011-11-15,"fmwt",NA,NA,38.06087,-121.79692
"184","2846","11ST8-708","704",2011-11-15,"fmwt",NA,NA,38.07087,-121.77892
"185","2847","11ST8-701","704",2011-11-15,"fmwt",NA,NA,38.07087,-121.77892
"186","2848","11ST8-707","704",2011-11-15,"fmwt",NA,NA,38.07087,-121.77892
"187","2849","11ST8-709","704",2011-11-15,"fmwt",NA,NA,38.07087,-121.77892
"188","2976","11ST8-713","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"189","2977","11ST8-722","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"190","2978","11ST8-699","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"191","2979","11ST8-719","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"192","2980","11ST8-721","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"193","2981","11ST8-723","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"194","2982","11ST8-715","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"195","2983","11ST8-714","719",2011-11-21,"fmwt",NA,NA,38.33428,-121.64733
"196","3040","11ST8-698","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"197","3041","11ST8-727","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"198","3042","11ST8-720","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"199","3043","11ST8-716","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"200","3044","11ST8-725","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"201","3045","11ST8-711","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"202","3046","11ST8-717","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"203","3049","11ST8-700","797",2011-11-21,"fmwt",NA,NA,38.40462,-121.6156
"204","3175","11ST8-768","502",2011-12-07,"fmwt",NA,NA,38.05997,-122.00397
"205","3198","11ST8-846","417",2011-12-08,"fmwt",NA,NA,38.08075,-122.083
"206","3211","11ST8-867","605",2011-12-08,"fmwt",NA,NA,38.14853,-122.05738
"207","3213","11ST8-842","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"208","3214","11ST8-837","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"209","3215","11ST8-734","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"210","3216","11ST8-732","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"211","3217","11ST8-731","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"212","3218","11ST8-821","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"213","3219","11ST8-868","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"214","3220","11ST8-730","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"215","3221","11ST8-865","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"216","3222","11ST8-733","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"217","3223","11ST8-752","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"218","3224","11ST8-863","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"219","3230","11ST8-736","606",2011-12-08,"fmwt",NA,NA,38.1698,-122.02177
"220","3232","11ST8-795","516",2011-12-09,"fmwt",NA,NA,38.07867,-121.99408
"221","3235","11ST8-775","517",2011-12-09,"fmwt",NA,NA,38.07022,-121.97938
"222","3236","11ST8-782","517",2011-12-09,"fmwt",NA,NA,38.07022,-121.97938
"223","3237","11ST8-778","517",2011-12-09,"fmwt",NA,NA,38.07022,-121.97938
"224","3239","11ST8-809","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"225","3240","11ST8-777","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"226","3241","11ST8-780","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"227","3242","11ST8-814","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"228","3243","11ST8-813","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"229","3244","11ST8-820","518",2011-12-09,"fmwt",NA,NA,38.06875,-121.96802
"230","3248","11ST8-781","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"231","3249","11ST8-827","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"232","3250","11ST8-783","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"233","3251","11ST8-825","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"234","3252","11ST8-776","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"235","3253","11ST8-810","519",2011-12-09,"fmwt",NA,NA,38.07378,-121.94725
"236","3263","11ST8-812","507",2011-12-09,"fmwt",NA,NA,38.05228,-121.939
"237","3264","11ST8-811","507",2011-12-09,"fmwt",NA,NA,38.05228,-121.939
"238","3271","11ST8-784","509",2011-12-09,"fmwt",NA,NA,38.04547,-121.90412
"239","3317","11ST8-788","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"240","3318","11ST8-774","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"241","3320","11ST8-816","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"242","3321","11ST8-824","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"243","3322","11ST8-757","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"244","3323","11ST8-753","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"245","3324","11ST8-769","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"246","3325","11ST8-826","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"247","3326","11ST8-762","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"248","3327","11ST8-834","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"249","3328","11ST8-763","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"250","3329","11ST8-836","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"251","3330","11ST8-838","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"252","3331","11ST8-823","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"253","3332","11ST8-794","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"254","3333","11ST8-866","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"255","3334","11ST8-741","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"256","3335","11ST8-841","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"257","3336","11ST8-845","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"258","3337","11ST8-860","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"259","3338","11ST8-779","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"260","3339","11ST8-790","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"261","3340","11ST8-765","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"262","3341","11ST8-835","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"263","3342","11ST8-844","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"264","3343","11ST8-857","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"265","3344","11ST8-831","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"266","3345","11ST8-853","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"267","3346","11ST8-850","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"268","3347","11ST8-833","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"269","3348","11ST8-861","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"270","3349","11ST8-785","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"271","3350","11ST8-869","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"272","3351","11ST8-750","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"273","3352","11ST8-773","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"274","3353","11ST8-791","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"275","3354","11ST8-864","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"276","3355","11ST8-848","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"277","3356","11ST8-772","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"278","3357","11ST8-852","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"279","3358","11ST8-849","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"280","3359","11ST8-858","706",2011-12-12,"fmwt",NA,NA,38.0903,-121.74
"281","3364","11ST8-760","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"282","3365","11ST8-840","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"283","3366","11ST8-819","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"284","3367","11ST8-739","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"285","3368","11ST8-764","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"286","3369","11ST8-786","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"287","3370","11ST8-755","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"288","3371","11ST8-787","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"289","3372","11ST8-817","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"290","3373","11ST8-832","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"291","3374","11ST8-796","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"292","3375","11ST8-856","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"293","3376","11ST8-793","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"294","3377","11ST8-830","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"295","3378","11ST8-740","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"296","3379","11ST8-789","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"297","3380","11ST8-749","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"298","3381","11ST8-761","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"299","3382","11ST8-758","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"300","3383","11ST8-855","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"301","3384","11ST8-770","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"302","3385","11ST8-862","705",2011-12-12,"fmwt",NA,NA,38.07925,-121.7618
"303","3396","11ST8-822","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"304","3397","11ST8-756","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"305","3398","11ST8-839","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"306","3399","11ST8-771","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"307","3400","11ST8-859","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"308","3401","11ST8-815","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"309","3402","11ST8-847","704",2011-12-12,"fmwt",NA,NA,38.07087,-121.77892
"310","3416","11ST8-843","703",2011-12-12,"fmwt",NA,NA,38.06087,-121.79692
"311","3417","11ST8-818","703",2011-12-12,"fmwt",NA,NA,38.06087,-121.79692
"312","3418","11ST8-767","703",2011-12-12,"fmwt",NA,NA,38.06087,-121.79692
"313","3419","11ST8-854","703",2011-12-12,"fmwt",NA,NA,38.06087,-121.79692
"314","3420","11ST8-748","703",2011-12-12,"fmwt",NA,NA,38.06087,-121.79692
