"Cohort_Year","nHat_s1","nSE_s1","nHat_s2","nSE_s2","nHat_s3","nSE_s3","nHat_s4","nSE_s4","Outflow_Mar0May0","Secchi_meanofmeans_Mar0May0","Temperature_meanofmeans_Mar0May0","ACM_BPUV_Mar0May0_rescaled","EI.ratio_Mar0May0","X2_Mar0May0","NJ_BPUV_Mar0May0","Outflow_Jun0Aug0_daily","Secchi_meanofmeans_Jun0Aug0","SBAge0_Jun0Aug0","NJACM_BPUV_Jun0Aug0","LSZ_Sep0Nov0","X2_Sep0Nov0","Outflow_Sep0Nov0_daily","Secchi_meanofmeans_Sep0Nov0","NJACM_BPUV_Sep0Nov0","SBAge0_Sep0Nov0","OMR_Dec0Mar1_metric","SouthSecchi_meanofmeans_Dec0Mar1","ACM_BPUV_Dec0Feb1","SBAge1Plus_Dec0Dec0"
2000,23709529.5747349,5074701.21833664,6029289.51733761,782124.080179249,716671.328107641,166862.208334897,245796.270196243,41836.6143724828,8386805.82961369,39.4755833772517,15.7495533726247,14.36844995623,0.128754539597971,59.2905434782609,972.949166666667,19.7629051080385,36.3949355602153,6125969.90727935,4079.72745107578,0.353900268371256,85.3518681318681,12.2328775515473,56.7575222396651,6541.31189602022,234112.170355004,-160.569509478647,79.1103629976581,976.272798640625,46602.7084259537
2001,19130381.8848471,4746957.74520292,4940657.37853687,811880.240255196,2038166.06668382,681841.159039397,933982.04860449,225097.296500867,2764429.05109158,41.2956870559688,16.5912722369416,23.2777913936725,0.30789900217617,72.3692391304348,926.125,12.5443904377187,45.2860120636579,6057714.49775707,2713.20003118261,0.348959906192192,86.9835164835165,13.4000802224494,51.5233536713655,818.245667821556,449578.954930709,-217.80977969863,57.6140964104338,490.312942956875,81959.3407317294
2002,5616578.78317024,1694560.25958382,2441039.63999496,368227.059190681,341902.914311254,89496.395174598,1167662.36078742,165503.806900306,2588278.97098413,47.452394171141,15.3837448937663,15.6543346885458,0.342612290064402,72.9717391304348,680.890833333333,13.8509681330722,35.5101870050568,645664.840898689,1482.10326860339,0.350044711520651,86.2895604395604,12.6414024753448,56.8796441653584,2189.69472937972,89887.1119863614,-230.008170831884,74.692388747952,1026.45835902025,25623.0496219519
2003,6765440.61592382,3726822.06043279,1545769.91799382,238010.29128682,825144.812997592,306919.034261587,763619.130896161,161572.618330265,4861197.94651057,45.5461185817306,15.8053882464917,14.7799796041104,0.230862793132516,67.3528260869565,1275.30083333333,23.1263347908364,39.1624718646647,3919559.35476947,3573.249785571,0.35068386031152,86.0603296703297,11.6161011840407,52.5917666035486,2621.58486023667,73104.2206867415,-230.408533888795,75.687760953438,851.73882259975,17987.3604232778
2004,11672092.5124576,3796134.77227371,695751.702007391,165635.6810366,451007.475066146,222051.487758851,329721.621028737,101264.125337894,5535217.11035603,49.2975578260418,17.0394779078139,56.3369582205033,0.192680472660348,64.0573913043478,1138.21333333333,14.9812860188352,40.4237710352406,615051.74356622,2436.13015933622,0.378438277888013,83.1165934065934,16.1238101889377,69.8797996002525,1331.545319665,39675.9513508093,-148.196087359952,79.6865144934378,472.3492192045,30264.1033202367
2005,13775630.8412406,3630129.65809688,1138902.34338099,263029.977206755,64524.9826241277,23287.4914650585,301735.063704963,45389.1477521426,7286007.16778312,53.7844692356845,16.1773385278552,9.47794406590417,0.137402466732111,62.8905434782609,426.238333333333,34.7390586369444,43.3915579452304,970536.438603197,2470.68104527606,0.369146932239522,83.8252747252747,13.3038659811853,62.2210884353741,1952.82480828694,82049.1135601144,-84.5791513610677,82.7675210084034,1006.58376918394,16997.5502287731
2006,3463076.29882352,1635085.31443699,590076.95255254,271523.03245662,33435.9961506664,16120.4274067118,375069.527770886,124450.826583701,22773068.1017397,47.2714545466679,14.307196525808,23.1337641005512,0.0366922320249182,49.0366304347826,1334.1525,43.3817195931729,41.1536850522588,1965426.24214234,6542.53977379206,0.38174391558912,82.877032967033,13.7789271215784,61.815843179377,2339.04059528139,285196.662202737,-154.676931736364,102.842539573969,738.53031654725,28130.3047060101
2007,1661874.16875552,1968172.87453214,311493.07550783,133421.110902103,23209.9558906293,12915.0352888693,207930.460811311,82196.367388794,2110579.80431097,64.7347122538397,16.5014992087415,17.0696916745692,0.398089812458415,74.1754347826087,852.255,13.7601523138581,48.0364416975843,480888.963890316,2124.32696510567,0.349607874981091,87.5040659340659,10.0632703449321,65.3945578231292,1614.3622803,80338.7565044465,-105.56579706332,71.8300994926272,836.260425130375,7122.58243565952
2008,1436123.55780725,790220.817066901,508064.934519698,160226.484585809,53497.7651688298,22635.9309293241,217409.351684363,72908.0079105169,1824170.55223792,51.1189677086543,15.9738442021831,49.9301543646558,0.270399897356272,75.2011956521739,1728.49333333333,11.4130886031092,49.5327733994401,941616.400383972,2731.654998404,0.354271057691445,88.4545054945055,10.5163123057325,74.222305764411,1536.45906459567,155799.529149278,-85.0012935196218,122.262648809524,939.317264374625,0
2009,5181266.18366447,2012439.02689266,285375.327758722,104800.443285559,24078.3732917186,13391.5391400518,278254.648453225,90567.5094572318,2918399.95796477,62.1894274606348,16.0214606540277,12.3331278708583,0.23197789799913,71.8802173913043,958.72,14.2263845078444,49.0287184040939,816236.392390312,1958.43781117956,0.349760560563527,86.4083516483517,12.0615906726136,78.6415381686655,1483.64817527056,50811.9606450706,-113.232624099917,127.059444232238,714.496654060625,13927.4258593806
2010,4870636.48933314,1503412.43955367,1169936.24399146,405148.213777044,43735.1412302117,29132.6485741435,232899.4203864,83946.623328099,3788497.13551495,60.1780862450619,15.1400329044968,15.5607152961096,0.18119468030412,68.3221739130435,902.469166666667,22.0084625283215,46.079222384303,1381931.63605694,4350.36007554122,0.357014308535041,84.9367032967033,14.8085631064498,77.2628205128205,1884.73784666111,23681.3895249632,-105.986426265369,107.900475639694,505.31869279125,7753.13016316346
2011,4127292.51882804,1729487.05680528,3587114.32714049,832031.600480808,277761.358287636,94788.255559714,1105082.19950302,388558.530969383,14356978.3056057,64.8120150596092,14.5781344689527,22.1506459447242,0.0686690677796336,55.1920652173913,1654.55666666667,55.3978890595733,50.7539578652562,4942873.47527943,5589.17935650533,0.463769784013809,76.2438461538461,26.2914322980268,69.9711538461539,2580.88015789094,223250.823403866,-126.186614654508,129.126121235011,760.89182569925,9695.72795250342
2012,15822352.5866399,4341697.41923084,610879.015250916,139625.461260558,111564.445020195,34163.2472219241,316805.682786112,93219.1933013903,3658079.94731077,55.491027880111,15.7358988009896,24.4371273211825,0.154298529183715,70.5909782608696,921.556666666667,16.6641842581712,53.0298639394214,1143121.61219219,4123.24236626167,0.350661565249729,86.0675824175824,12.608878976985,77.2598466825271,3526.14973591611,47627.9300912449,-101.242448387244,106.079660796903,1117.56546439838,35990.0579090602
2013,5226355.12676143,1057311.59794013,710333.017730412,183725.695898149,20830.213604674,11310.5529040897,250095.16833735,80597.1945697581,1976546.74839027,66.252572266004,16.7936901681106,23.59458337395,0.291745483482839,75.4479347826087,1768.22416666667,14.9827486454989,48.7945387945388,409677.350563801,1809.08685905811,0.355490290490797,85.1242857142857,12.426236796498,75.6259335324869,1566.89997203633,33083.2349390085,-65.3655166292974,134.504816077374,1427.781316177,30139.5002124819
2014,1809375.82362698,485417.847054331,266112.965345221,91951.7465878665,11699.6559993998,10244.6318638085,162446.285051191,74258.1256265127,1509828.07742671,66.9644667856728,17.324708689307,11.8827471905292,0.402619530875388,80.0567391304348,1223.81583333333,10.4987873789793,54.9408488716583,513003.204325779,1377.09713755989,0.349328919087912,87.3868131868132,10.7804094947855,83.650641025641,2401.81441930411,11026.0927750584,-111.148927224692,98.6437613122172,1053.35284086637,84317.0444372552
2015,525656.086558766,177247.017557669,3199.39398743047,4514.75903367676,2865.631885954,3845.70111069571,21730.145821805,8900.89983630351,1137272.710892,66.4710037890599,17.5457666079062,22.798526507555,0.315137562677131,81.1078260869565,1782.41416666667,11.4387244595433,56.3235857872169,425285.841337196,1666.84971351256,0.35115866068037,85.917032967033,11.5603086251208,85.0833644510829,1713.12208781956,24064.0914300458,-95.129134108605,89.1454831932773,1967.586153889,22560.1162646824
2016,426117.694450347,131611.950813322,11667.2513945057,15476.5546664309,19214.0929725906,12545.3127805871,30887.7270443654,9560.984313423,5903365.20422696,54.5017541787163,16.6475108893625,24.99068050702,0.106246388108646,66.4340217391304,1933.4125,17.5338354792379,54.4099732540587,1450187.27115754,7269.66934158144,0.381452810818675,82.8979120879121,17.3341204566029,83.4455782312925,2281.72126695167,51787.3850398342,49.8733445919421,71.1708520617549,1429.244579663,14158.5559102652
2017,689325.254436054,250815.005490657,326798.388869653,180393.967393374,7449.99845990373,8212.79247613599,5840.19427529024,2969.35439237486,18017950.1537012,54.0686868162397,16.0229346640115,34.6329080842858,0.0574622552716024,47.6669565217391,1071.945,38.82983926303,51.059862048543,4332148.28824752,13625.9371126262,0.46592805765779,76.0554945054945,25.238314506899,80.2089617898441,3395.37570951156,282107.758518271,-137.702277519817,143.410335645886,1381.12944127275,23126.0890125608
2018,NA,NA,11199.3642246525,15512.9272391168,NA,NA,3217.68548424818,3641.97966207187,5007191.3328375,77.4596527973372,16.1215656642299,15.2928244175742,0.161617598067546,67.8939130434783,1952.25916666667,16.0699323412866,64.7989793165121,570375.992719729,3001.13673721167,0.369188494195133,83.821978021978,15.2740772837102,93.1219512195122,1825.82228886756,22874.0741681687,-107.348123795421,95.7319933554817,910.16233361775,44083.8134269691
2019,29248.5577585055,17521.7591756165,NA,NA,NA,NA,2466.01397875782,2546.66004953621,15603359.7752567,66.7643179083177,15.405819241237,21.6986286019783,0.0534598142497979,52.1025,1263.88583333333,42.2287974771516,60.7382798151974,1796182.8297824,4516.02275909033,0.472420373171502,75.3448351648352,26.2689610338288,77.8574805266461,1580.164988211,185524.96447962,-135.019222246456,133.389500365364,1095.98651290087,21962.595362824
